MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:03.136,2020/01/15,11:54:03.074,,12525,,,,,,,,,,0
MSG,8,111,11111,AD9E73,111111,2020/01/15,11:54:04.093,2020/01/15,11:54:04.056,,,,,,,,,,,,0
MSG,4,111,11111,AD9E73,111111,2020/01/15,11:54:06.523,2020/01/15,11:54:06.481,,,376,73,,,1344,,,,,0
MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:06.692,2020/01/15,11:54:06.677,,12600,,,,,,,,,,0
MSG,4,111,11111,AD9E73,111111,2020/01/15,11:54:07.603,2020/01/15,11:54:07.595,,,377,72,,,1344,,,,,0
MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:07.681,2020/01/15,11:54:07.660,,12625,,,,,,,,,,0
MSG,3,111,11111,AD9E73,111111,2020/01/15,11:54:07.923,2020/01/15,11:54:07.922,,12625,,,47.39777,-121.87594,,,,,,0
MSG,8,111,11111,AD9E73,111111,2020/01/15,11:54:08.183,2020/01/15,11:54:08.120,,,,,,,,,,,,0
MSG,8,111,11111,AD9E73,111111,2020/01/15,11:54:12.173,2020/01/15,11:54:12.118,,,,,,,,,,,,0
MSG,3,111,11111,AD9E73,111111,2020/01/15,11:54:12.812,2020/01/15,11:54:12.773,,12725,,,47.40028,-121.86378,,,,,,0
MSG,4,111,11111,AD9E73,111111,2020/01/15,11:54:13.443,2020/01/15,11:54:13.427,,,380,72,,,1344,,,,,0
MSG,3,111,11111,AD9E73,111111,2020/01/15,11:54:14.863,2020/01/15,11:54:14.805,,12775,,,47.40135,-121.85866,,,,,,0
MSG,3,111,11111,AD9E73,111111,2020/01/15,11:54:15.873,2020/01/15,11:54:15.852,,12800,,,47.40186,-121.85620,,,,,,0
MSG,8,111,11111,AD9E73,111111,2020/01/15,11:54:15.933,2020/01/15,11:54:15.918,,,,,,,,,,,,0
MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:16.292,2020/01/15,11:54:16.246,,12800,,,,,,,,,,0
MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:16.295,2020/01/15,11:54:16.246,,12800,,,,,,,,,,0
MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:17.224,2020/01/15,11:54:17.164,,12825,,,,,,,,,,0
MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:17.226,2020/01/15,11:54:17.164,,12825,,,,,,,,,,0
MSG,4,111,11111,AD9E73,111111,2020/01/15,11:54:17.533,2020/01/15,11:54:17.491,,,383,73,,,1344,,,,,0
MSG,8,111,11111,AD9E73,111111,2020/01/15,11:54:17.932,2020/01/15,11:54:17.885,,,,,,,,,,,,0
MSG,3,111,11111,AD9E73,111111,2020/01/15,11:54:18.072,2020/01/15,11:54:18.016,,12850,,,47.40303,-121.85070,,,,,,0
MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:18.154,2020/01/15,11:54:18.146,,12850,,,,,,,,,,0
MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:18.359,2020/01/15,11:54:18.343,,12850,,,,,,,,,,0
MSG,7,111,11111,AD9E73,111111,2020/01/15,11:54:18.361,2020/01/15,11:54:18.343,,12850,,,,,,,,,,0
